id,filtered_words_str_final,features_str,label_index
F149,secret cure confirmed sources car government history along vote the. trouble expect son. — shocking claims secret cure surface internet.,"(10000,[503,1440,2259,2260,2840,2909,3674,3691,3892,4988,5850,6543,6747,7281,7936,8338,9023,9214],[0.691153161953081,4.270695952029551,2.7508701982851385,4.607168188650764,4.019381523748645,4.42484663185681,4.607168188650764,3.8187108282864943,5.1060889099104365,0.6792718340663283,0.691153161953081,3.8187108282864943,5.1060889099104365,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F051,secret cure confirmed sources difficult people answer social. meet owner book authority. — shocking claims secret cure surface internet.,"(10000,[393,503,1712,2006,3619,3892,4263,4847,4988,5850,6053,6747,7281,7936,8338,9023,9940],[3.914021008090819,0.691153161953081,4.607168188650764,4.42484663185681,4.137164559405029,5.1060889099104365,4.270695952029551,4.830311739964974,0.6792718340663283,0.691153161953081,3.8187108282864943,5.1060889099104365,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,4.019381523748645])",0.0
F089,flat earth confirmed sources suggest worry get military through. role lot summer value property hit tell. wind suddenly affect ok action radio i. scene president score call. — shocking claims flat earth surface internet.,"(10000,[503,564,781,1306,1927,2558,2645,2733,2918,3244,3350,4943,4988,5844,5850,5877,6055,6633,7281,7403,7816,7936,8252,8338,8343,8581,9023,9083,9086,9426,9481,9676],[0.691153161953081,4.42484663185681,5.523458920524919,4.270695952029551,4.019381523748645,4.137164559405029,3.8187108282864943,4.019381523748645,6.0771045414738385,5.523458920524919,4.019381523748645,4.019381523748645,0.6792718340663283,4.019381523748645,0.691153161953081,4.270695952029551,3.6516567436233283,4.607168188650764,0.6714286566053024,4.019381523748645,3.6516567436233283,0.691153161953081,4.42484663185681,0.691153161953081,3.914021008090819,4.42484663185681,0.691153161953081,5.523458920524919,4.137164559405029,3.914021008090819,4.137164559405029,6.0771045414738385])",0.0
F135,flat earth confirmed sources paper inside already drive drop. mean century whatever type. street radio pattern. — shocking claims flat earth surface internet.,"(10000,[503,594,909,2918,3684,4988,5850,6325,7281,7695,7841,7936,8326,8338,8690,8852,9023,9066,9086,9676,9700],[0.691153161953081,4.019381523748645,4.270695952029551,6.0771045414738385,4.019381523748645,0.6792718340663283,0.691153161953081,4.019381523748645,0.6714286566053024,3.577548771469606,4.137164559405029,0.691153161953081,4.42484663185681,0.691153161953081,4.830311739964974,5.117993812416755,0.691153161953081,4.607168188650764,4.137164559405029,6.0771045414738385,5.523458920524919])",0.0
F088,government cover-up confirmed sources professional behavior poor. door conference center among. since final worry amount quickly floor. — shocking claims government cover-up surface internet.,"(10000,[503,735,1480,1653,2071,2155,2259,2613,2920,3391,4847,4988,5657,5850,6287,7222,7281,7936,8338,8343,9023,9813],[0.691153161953081,4.607168188650764,4.42484663185681,4.137164559405029,4.830311739964974,4.019381523748645,5.501740396570277,4.830311739964974,5.117993812416755,4.42484663185681,4.830311739964974,0.6792718340663283,4.830311739964974,0.691153161953081,3.914021008090819,4.137164559405029,0.6714286566053024,0.691153161953081,0.691153161953081,3.914021008090819,0.691153161953081,5.995460552433328])",0.0
R010,new report election probably low race leader trouble. eat rock population beyond. experts discuss ongoing developments election.,"(10000,[132,142,317,454,574,585,1526,2297,3556,3614,4506,4687,6505,7276,8411,9258,9462],[2.6330871626287546,4.42484663185681,5.117993812416755,3.3262343431887,3.6516567436233283,0.6871770135734415,4.019381523748645,4.270695952029551,2.7826188965997183,0.6832166123573445,0.691153161953081,0.691153161953081,0.6871770135734415,4.019381523748645,3.577548771469606,3.914021008090819,0.691153161953081])",1.0
R211,new report policy mr maintain reach skill president oil any. heart movement clearly piece everyone keep. across mother team your. experts discuss ongoing developments policy.,"(10000,[354,468,585,1306,2647,3133,3614,4142,4198,4506,4687,5247,5294,5547,6035,6505,6944,7074,8238,8386,8893,9462,9767,9808,9968],[4.019381523748645,4.137164559405029,0.6871770135734415,4.270695952029551,4.270695952029551,4.137164559405029,0.6832166123573445,2.6902455764687034,5.523458920524919,0.691153161953081,0.691153161953081,4.137164559405029,4.270695952029551,5.523458920524919,3.5085558999826545,0.6871770135734415,2.849310271098391,3.6516567436233283,4.270695952029551,4.270695952029551,4.019381523748645,0.691153161953081,5.117993812416755,3.914021008090819,3.6516567436233283])",1.0
F204,miracle drug confirmed sources tree significant open may standard foreign. able attorney especially field seem street. court success since every employee. — shocking claims miracle drug surface internet.,"(10000,[503,1256,2588,2967,3496,3822,4568,4853,4988,5783,5850,5871,6287,7074,7281,7860,7936,8173,8338,8408,8552,9023,9160,9372,9681,9828],[0.691153161953081,6.251127295453098,4.607168188650764,4.270695952029551,3.7316994512968646,5.523458920524919,4.019381523748645,4.830311739964974,0.6792718340663283,4.270695952029551,0.691153161953081,3.8187108282864943,3.914021008090819,3.6516567436233283,0.6714286566053024,5.841538470161072,0.691153161953081,3.383392757028649,0.691153161953081,5.117993812416755,4.270695952029551,0.691153161953081,4.270695952029551,4.830311739964974,4.270695952029551,4.270695952029551])",0.0
F168,miracle drug confirmed sources north student us scene society turn. gun dark road still crime crime. — shocking claims miracle drug surface internet.,"(10000,[278,327,503,697,731,1256,1778,3334,3536,3712,4988,5725,5844,5850,6660,7281,7860,7936,8313,8338,9023],[4.830311739964974,4.019381523748645,0.691153161953081,4.830311739964974,4.270695952029551,6.251127295453098,3.914021008090819,4.830311739964974,4.42484663185681,4.270695952029551,0.6792718340663283,3.6516567436233283,4.019381523748645,0.691153161953081,4.42484663185681,0.6714286566053024,5.841538470161072,0.691153161953081,4.830311739964974,0.691153161953081,0.691153161953081])",0.0
R011,new report public health weight tv spring partner participant. medical film put book tonight audience. entire respond population shake firm yes you. experts discuss ongoing developments public health.,"(10000,[4,116,393,585,1644,1762,1770,2180,2500,3177,3389,3614,4506,4547,4687,5003,5044,6219,6505,8004,8268,8805,8824,8871,8894,9258,9462],[5.523458920524919,3.914021008090819,3.914021008090819,0.6871770135734415,4.42484663185681,4.137164559405029,5.7688031818193215,3.914021008090819,4.830311739964974,5.117993812416755,4.830311739964974,0.6832166123573445,0.691153161953081,4.137164559405029,0.691153161953081,3.914021008090819,3.8187108282864943,3.172083663361442,0.6871770135734415,3.577548771469606,4.019381523748645,3.0385522707369192,4.137164559405029,3.914021008090819,4.137164559405029,3.914021008090819,0.691153161953081])",1.0
R232,new report climate change night today blood. hit free measure follow. may collection last early. experts discuss ongoing developments climate change.,"(10000,[387,528,585,821,1073,2059,3614,3753,3989,4349,4506,4687,6505,6869,7870,8209,8252,9160,9462,9806],[2.5530444549552183,4.137164559405029,0.6871770135734415,5.698620542196782,3.914021008090819,2.60568818844064,0.6832166123573445,5.117993812416755,3.914021008090819,5.117993812416755,0.691153161953081,0.691153161953081,0.6871770135734415,3.6516567436233283,4.42484663185681,4.270695952029551,4.42484663185681,4.270695952029551,0.691153161953081,4.137164559405029])",1.0
R042,new report public health add boy beat nothing partner yeah. door continue commercial yes suddenly relationship perform already. site loss find article best. experts discuss ongoing developments public health.,"(10000,[116,157,585,743,1098,1702,1770,2569,3614,4260,4292,4506,4687,4847,5044,5329,5891,6043,6219,6443,6505,7510,8134,8581,8805,9181,9462,9887],[3.914021008090819,3.2721671219184243,0.6871770135734415,4.270695952029551,3.8187108282864943,4.607168188650764,5.7688031818193215,3.8187108282864943,0.6832166123573445,3.7316994512968646,4.270695952029551,0.691153161953081,0.691153161953081,4.830311739964974,3.8187108282864943,4.137164559405029,4.830311739964974,4.607168188650764,3.172083663361442,3.914021008090819,0.6871770135734415,4.607168188650764,5.117993812416755,4.42484663185681,3.0385522707369192,5.117993812416755,0.691153161953081,4.270695952029551])",1.0
F182,hoax confirmed sources style child wind particularly. similar exactly create lay particular describe. detail region real traditional matter. — shocking claims hoax surface internet.,"(10000,[503,1143,1404,2096,2558,4377,4475,4486,4988,5850,7046,7244,7281,7309,7936,7968,8000,8159,8338,8984,9023,9168,9691],[0.691153161953081,4.42484663185681,4.270695952029551,4.270695952029551,4.137164559405029,5.21137637688128,4.019381523748645,4.607168188650764,0.6792718340663283,0.691153161953081,4.270695952029551,3.6516567436233283,0.6714286566053024,5.523458920524919,0.691153161953081,4.830311739964974,3.914021008090819,3.914021008090819,0.691153161953081,3.914021008090819,0.691153161953081,5.523458920524919,4.270695952029551])",0.0
F036,miracle drug confirmed sources culture image reason discuss risk. heart student husband simply water week. building easy stop must. — shocking claims miracle drug surface internet.,"(10000,[503,760,796,1256,1642,2302,2589,2944,3536,3614,3739,4988,5303,5850,5852,6711,7208,7281,7860,7936,8338,8645,9023,9808],[0.691153161953081,4.137164559405029,4.270695952029551,6.251127295453098,4.270695952029551,4.830311739964974,4.137164559405029,4.270695952029551,4.42484663185681,0.6832166123573445,4.607168188650764,0.6792718340663283,4.270695952029551,0.691153161953081,3.8187108282864943,4.830311739964974,4.42484663185681,0.6714286566053024,5.841538470161072,0.691153161953081,0.691153161953081,4.42484663185681,0.691153161953081,3.914021008090819])",0.0
F068,secret cure confirmed sources book serious end his. — shocking claims secret cure surface internet.,"(10000,[393,453,503,1117,3754,3892,4988,5850,6747,7281,7936,8338,9023],[3.914021008090819,4.270695952029551,0.691153161953081,4.42484663185681,4.830311739964974,5.1060889099104365,0.6792718340663283,0.691153161953081,5.1060889099104365,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081])",0.0
R015,new report election street play drug candidate. human nature always decision charge could. oil someone beat. experts discuss ongoing developments election.,"(10000,[132,547,585,2173,2193,3556,3611,3614,3671,3684,4506,4687,6035,6505,6812,7860,7876,8303,9011,9462,9612],[2.6330871626287546,5.523458920524919,0.6871770135734415,4.42484663185681,5.117993812416755,2.7826188965997183,4.42484663185681,0.6832166123573445,4.607168188650764,4.019381523748645,0.691153161953081,0.691153161953081,3.5085558999826545,0.6871770135734415,4.019381523748645,2.920769235080536,4.830311739964974,4.830311739964974,4.019381523748645,0.691153161953081,5.117993812416755])",1.0
R147,new report climate change forward thank prevent interest. stage fear already nearly. story reflect late want hair mother wind. experts discuss ongoing developments climate change.,"(10000,[30,354,387,585,594,821,1511,1687,1978,2059,2437,3079,3252,3614,4506,4687,5321,6505,6855,7664,7712,8411,9462,9513],[4.270695952029551,4.019381523748645,2.5530444549552183,0.6871770135734415,4.019381523748645,5.698620542196782,4.830311739964974,4.270695952029551,5.117993812416755,2.60568818844064,4.607168188650764,3.8187108282864943,3.7316994512968646,0.6832166123573445,0.691153161953081,0.691153161953081,4.019381523748645,0.6871770135734415,4.270695952029551,4.137164559405029,4.137164559405029,3.577548771469606,0.691153161953081,3.577548771469606])",1.0
F198,government cover-up confirmed sources maybe level store image opportunity. — shocking claims government cover-up surface internet.,"(10000,[503,1499,2259,4533,4818,4988,5303,5850,7184,7281,7936,8338,9023,9813],[0.691153161953081,3.8187108282864943,5.501740396570277,5.117993812416755,4.270695952029551,0.6792718340663283,4.270695952029551,0.691153161953081,4.607168188650764,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,5.995460552433328])",0.0
R081,new report climate change value least everybody understand gas. new still leave hold quality. ok color finish yard describe college. experts discuss ongoing developments climate change.,"(10000,[387,424,585,821,1634,2059,2389,2561,2589,2645,2913,3614,3712,4506,4687,6487,6505,6578,7085,7403,9462,9544,9578,9832],[2.5530444549552183,4.019381523748645,1.374354027146883,5.698620542196782,4.270695952029551,2.60568818844064,4.270695952029551,4.270695952029551,4.137164559405029,3.8187108282864943,3.577548771469606,0.6832166123573445,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,0.6871770135734415,4.42484663185681,4.137164559405029,4.019381523748645,0.691153161953081,4.830311739964974,5.117993812416755,4.42484663185681])",1.0
F050,aliens confirmed sources laugh little production statement indicate land. try bit girl result bag poor. — shocking claims aliens surface internet.,"(10000,[399,415,503,650,1029,1590,1989,2613,4693,4988,5850,6485,7098,7281,7936,8338,8353,9023,9123,9817],[5.117993812416755,4.270695952029551,0.691153161953081,5.917019126126766,3.8187108282864943,4.019381523748645,4.137164559405029,4.830311739964974,4.42484663185681,0.6792718340663283,0.691153161953081,4.019381523748645,4.270695952029551,0.6714286566053024,0.691153161953081,0.691153161953081,3.914021008090819,0.691153161953081,5.117993812416755,3.7316994512968646])",0.0
